,status_group
17514,functional
13749,functional
10516,non functional
34587,functional
7461,functional
38392,functional
50583,functional
56522,non functional
39832,functional needs repair
53470,non functional
9342,functional needs repair
12336,functional
37437,functional needs repair
9428,functional
38244,non functional
57549,functional
1998,functional
24364,non functional
48438,functional
34624,non functional
2282,functional
51618,non functional
28939,non functional
28669,non functional
53160,non functional
13392,non functional
22785,non functional
6439,non functional
27997,non functional
6031,non functional
33154,functional
30373,functional
34396,non functional
11777,functional
19539,non functional
17154,functional
46619,functional
40486,functional
40312,non functional
11381,functional
4658,functional needs repair
12497,functional
9101,functional needs repair
10058,non functional
34610,functional
51649,non functional
49353,functional
20584,functional
36636,non functional
37822,functional
5889,non functional
14376,functional
19086,functional
24306,functional
57964,non functional
16715,functional
36576,non functional
29808,non functional
56510,non functional
33703,non functional
10651,functional needs repair
34542,functional
32402,functional
16977,non functional
24995,functional
3744,non functional
17373,non functional
38211,non functional
56814,functional
46737,non functional
23377,functional
1875,functional
22190,functional
3760,non functional
57436,functional
35820,functional
52893,functional
13654,functional
13146,non functional
57461,functional
37383,functional
15812,functional
3321,non functional
56617,non functional
22432,functional needs repair
3311,functional
55844,functional
44299,functional
56007,functional
58487,functional
12743,functional
45639,non functional
44363,non functional
8210,functional needs repair
44199,non functional
52780,non functional
52781,functional
17740,functional
21386,non functional
16018,non functional
34285,functional
15114,functional
22207,functional
4492,functional
22054,functional needs repair
3112,functional
49334,non functional
49062,functional
44602,non functional
35634,non functional
33623,functional needs repair
56975,non functional
4912,functional
46628,functional
5463,functional
50952,functional
22760,non functional
27005,functional
5482,functional
31337,non functional
12605,non functional
56812,functional needs repair
51120,functional
3828,functional
16724,non functional
30502,functional
37465,functional
47968,non functional
37755,non functional
29075,functional needs repair
37418,functional
17543,non functional
58783,functional
17709,non functional
43056,functional
54245,functional
21180,functional
6796,functional needs repair
5808,non functional
30519,non functional
17839,non functional
5410,functional
8333,non functional
30119,non functional
29538,non functional
2800,non functional
42604,functional
10332,non functional
45496,functional needs repair
24000,non functional
29033,non functional
19835,functional needs repair
46546,non functional
40583,non functional
4378,functional
41689,functional
28933,non functional
21259,functional
6716,functional
26512,functional
28369,functional
52888,functional
2261,functional
40197,non functional
20389,non functional
42070,functional
32327,non functional
42752,non functional
11190,functional
51546,functional
17569,functional
34775,functional
193,non functional
46571,non functional
58930,functional needs repair
8770,non functional
49068,functional
30795,functional
21909,non functional
33539,non functional
31259,functional needs repair
43355,functional
17862,functional
18230,functional
28803,functional needs repair
12466,functional
52892,functional needs repair
30483,functional
56220,functional needs repair
24370,functional
14868,non functional
14567,functional
16789,non functional
58718,non functional
26649,functional
58978,functional
42856,non functional
49678,functional
6317,non functional
44619,functional
6581,functional
26955,functional
34215,functional
32174,non functional
33110,non functional
23852,functional
46087,non functional
44096,functional
49879,non functional
20961,functional
9168,non functional
25634,functional
57971,functional
30600,functional
19900,functional
7368,functional
2044,non functional
7156,functional
16288,non functional
7851,non functional
42946,functional needs repair
44900,functional
13615,functional
50500,non functional
49812,functional
30462,non functional
1492,non functional
56796,functional
778,non functional
54306,non functional
9885,functional
51631,functional
31600,non functional
9277,functional
35292,non functional
23567,functional needs repair
21174,non functional
5374,functional
52350,functional
54869,functional
24173,non functional
40572,functional
16232,functional
14849,functional
50139,functional
8259,functional
32762,non functional
5827,functional
32808,non functional
26957,non functional
32698,functional
11240,functional
50914,non functional
29492,non functional
56822,functional
47192,functional
11639,non functional
6816,functional
55667,functional
49437,non functional
43472,non functional
31655,non functional
51875,non functional
14140,non functional
34228,functional
57217,functional needs repair
4493,functional
58257,functional
13074,non functional
50683,non functional
29304,functional
13686,non functional
13947,non functional
11002,functional
48200,non functional
7230,functional
28365,functional
48454,functional
10412,functional
5075,functional
24264,non functional
21778,non functional
42409,functional
19330,non functional
57012,non functional
58428,functional
4088,functional
18351,non functional
53909,functional
34518,functional needs repair
47717,non functional
4249,functional
23383,non functional
49575,non functional
8472,functional
42864,non functional
8787,functional
22010,non functional
12109,non functional
6142,non functional
38429,non functional
46738,non functional
15037,non functional
9031,non functional
20980,non functional
2659,functional
141,functional
2597,functional
6701,functional
15223,non functional
17761,functional needs repair
52826,non functional
2454,functional
22746,functional
7418,functional
21125,functional
50290,non functional
10449,functional
29516,functional
50939,functional
44898,functional
56282,non functional
53798,functional needs repair
23952,non functional
16843,non functional
55267,functional
48781,functional
8179,functional
44333,functional
50100,functional
28276,functional needs repair
9528,non functional
6370,non functional
37396,non functional
47246,non functional
55077,functional
22424,non functional
33209,functional
9794,non functional
25215,functional needs repair
41814,functional
36598,functional
58511,functional needs repair
55296,functional
28795,functional
38547,functional
39112,non functional
10693,functional
1958,functional
155,non functional
10487,functional needs repair
57128,non functional
37346,functional needs repair
1089,non functional
22433,functional
27516,functional
12576,functional
9122,functional
32602,functional
40718,functional
11101,functional
18058,functional
6980,functional
6416,functional
16021,functional needs repair
41855,non functional
11439,functional
18710,functional
39864,functional
33866,functional
5433,functional
57156,functional
13230,non functional
6450,non functional
45096,functional
43553,functional
18099,functional
25556,non functional
30112,functional
24765,functional needs repair
25817,functional needs repair
20215,functional
55451,functional
36116,functional
4079,functional
41945,functional
58441,functional
587,non functional
9346,functional
46037,non functional
46305,non functional
56029,non functional
43732,non functional
58694,functional
26475,functional
46443,functional
52142,non functional
21953,functional
30090,functional
16299,functional needs repair
30930,functional
645,non functional
30129,non functional
44517,functional
9587,functional
49416,functional
32220,functional
11739,functional
15036,non functional
32994,functional
23172,non functional
24217,non functional
26515,non functional
36632,functional needs repair
26819,functional
43360,functional
55426,functional
9752,non functional
8004,functional
16154,functional
20095,non functional
8438,functional
26170,functional needs repair
1529,functional
1125,non functional
33691,non functional
1283,functional needs repair
53516,functional
49821,functional
52756,functional
54260,non functional
42870,functional
31852,functional
57927,functional
54400,functional
39951,non functional
44918,functional
15149,non functional
2591,functional
5906,functional
55661,functional needs repair
11205,non functional
39901,functional needs repair
2307,non functional
25188,non functional
20074,non functional
17071,non functional
46971,functional
33380,functional needs repair
23551,non functional
54262,non functional
19584,functional
43936,non functional
6629,functional
4135,non functional
1898,functional
13937,functional
282,functional
258,functional
11116,functional
6530,non functional
37711,non functional
19206,functional
14721,functional
11531,functional
19909,non functional
29139,functional
6971,non functional
47657,functional
13521,non functional
37991,functional
2285,functional
22447,non functional
40846,non functional
21038,functional
21384,functional
6710,functional
58409,functional
10403,non functional
21800,non functional
33243,non functional
51707,non functional
49159,functional
6411,functional
2551,functional
29450,functional
6852,non functional
32658,non functional
38314,functional
13489,functional
51578,non functional
23128,functional
26390,functional
56433,non functional
21253,functional needs repair
18658,non functional
41971,non functional
50729,functional
23648,functional
25643,non functional
42951,non functional
20354,functional
13565,functional
22263,functional
16280,non functional
34881,non functional
29118,non functional
54128,functional
39961,non functional
53019,non functional
18489,functional
6823,non functional
27624,functional
49050,non functional
781,functional
14939,non functional
18133,non functional
30798,functional needs repair
30932,functional needs repair
10983,functional
6519,functional
5774,functional
30933,functional
13171,non functional
30573,non functional
9283,non functional
9369,functional
12819,functional
18708,non functional
43039,functional
37823,non functional
10800,non functional
57944,functional
1727,non functional
16994,functional
48777,non functional
4666,non functional
30651,functional
54565,functional
24487,non functional
8535,functional
27733,non functional
3750,functional
12924,functional
12722,functional
30575,functional
11407,functional
97,functional
3137,functional needs repair
46136,functional
14357,functional
17921,functional
13140,functional
47945,functional
3648,non functional
43617,non functional
12485,non functional
50669,non functional
1633,functional
21008,functional
45232,non functional
44629,functional
55718,non functional
59021,non functional
18474,functional
23481,functional
6171,non functional
7521,functional
33340,non functional
32316,non functional
9879,functional
58028,non functional
19446,non functional
33365,non functional
15352,functional
23017,functional
58562,non functional
24259,non functional
56304,functional
7345,non functional
6304,functional
56281,non functional
58583,functional
16376,non functional
56529,functional
29055,functional
22360,functional needs repair
18322,non functional
56918,functional
58366,functional
34521,functional
52822,non functional
28228,non functional
56289,functional needs repair
18745,non functional
20644,functional
5432,functional
22669,functional
45951,functional
56022,functional
2539,functional
11929,functional
50601,non functional
57189,non functional
41903,functional
57600,functional
54743,functional
1171,non functional
48330,functional
7927,non functional
59364,functional
14289,non functional
31358,functional
32262,functional
56490,non functional
36768,non functional
17073,non functional
47299,non functional
15892,non functional
58165,non functional
50026,functional
18681,non functional
40785,functional
2643,functional
30314,functional
5347,non functional
30508,functional
41800,functional
54827,functional
49733,non functional
32972,non functional
7896,functional
9833,functional
34782,functional
28047,functional
32591,functional
50057,functional
17015,functional
8461,functional
19675,non functional
34742,non functional
162,functional
37766,functional
56658,functional
9557,functional
27037,functional
37481,non functional
9067,functional
1431,functional
15261,functional needs repair
23252,functional
45603,non functional
13975,functional
1619,non functional
7710,functional
7736,functional
37051,non functional
7531,functional
46907,functional needs repair
17069,non functional
13493,non functional
42821,functional
43619,functional
3384,functional
2839,functional
29312,functional
56451,functional
5105,functional
15078,functional
29309,functional needs repair
19715,functional
26201,non functional
48709,functional
43363,functional
55556,non functional
25279,non functional
48201,non functional
2096,non functional
42963,functional
22436,functional
7999,functional
29252,functional
16370,functional
5017,functional
25122,non functional
17833,functional
23284,non functional
18994,functional
18284,functional
24570,functional
53072,functional
35525,functional
32373,non functional
6397,non functional
42845,functional
28272,functional
46698,functional
54220,non functional
46850,functional
34865,functional
8329,non functional
30268,functional
54776,functional
41796,functional
3471,functional
45657,functional
14472,non functional
48998,functional
51323,functional
18509,non functional
30254,non functional
34501,non functional
18394,functional
30447,functional
59101,functional
34051,functional
45253,non functional
12448,functional
10028,functional
21621,non functional
33787,non functional
16184,non functional
57069,functional
9518,functional
27386,functional
25051,functional
19194,non functional
50288,non functional
1651,non functional
33598,non functional
33937,functional
10720,functional
6256,functional
28854,non functional
5469,functional
29411,functional
16044,functional
10258,non functional
48831,non functional
50019,functional
43934,functional
13428,functional
37861,functional
21817,functional needs repair
541,functional
42092,functional
49815,functional
12693,functional
55506,non functional
5997,functional
3390,non functional
44848,functional
43922,functional
28731,non functional
14226,functional
49745,functional
16029,non functional
59310,functional
43543,functional needs repair
11005,non functional
36727,functional
27523,functional
6643,functional needs repair
29750,functional
23225,functional
53583,functional needs repair
48868,non functional
16087,functional
3586,non functional
29197,functional
36060,functional needs repair
2563,non functional
43590,functional
27766,non functional
56067,functional
37804,functional
33848,non functional
38659,non functional
26661,functional
14537,functional
54118,non functional
2023,functional
13109,functional
57895,functional
7909,non functional
57472,functional
23705,functional needs repair
49378,functional
1013,functional
47639,non functional
18313,non functional
42003,non functional
38019,non functional
9596,functional needs repair
34947,functional
17081,non functional
50276,functional
23762,non functional
12087,non functional
54341,non functional
5110,functional
24286,functional
34546,functional
36751,non functional
51786,non functional
15379,functional
23928,non functional
40372,non functional
19873,functional
13944,non functional
50189,functional needs repair
26832,functional
35851,non functional
10805,functional
19033,functional
43241,non functional
47701,functional
19363,functional
51699,non functional
37900,functional
2159,functional
31656,functional needs repair
11329,functional
25498,functional
14042,functional
14566,functional
39213,functional
36735,functional
34196,non functional
3081,functional
2520,functional
44522,functional
57071,non functional
42815,functional
57322,functional
56519,non functional
38787,functional
16832,non functional
49666,non functional
25860,functional
55147,non functional
22656,functional
36495,functional
41321,non functional
22663,non functional
29806,functional
36068,non functional
9496,functional
39019,functional
5926,non functional
29725,functional
51612,non functional
16406,functional
18450,functional
18037,functional
8894,functional
8706,functional
1376,functional needs repair
1724,functional
27044,functional needs repair
3754,functional
43285,functional
29739,non functional
20567,functional
46486,functional needs repair
36850,functional
26062,non functional
44638,functional
57014,functional needs repair
24858,non functional
55731,functional
53710,non functional
45268,non functional
13057,non functional
19921,functional
48908,functional
28444,functional
23387,functional
43541,functional
20714,non functional
28927,non functional
42719,non functional
14571,non functional
29334,functional
17030,functional needs repair
55533,non functional
23911,non functional
33069,non functional
14215,functional
15997,non functional
39933,functional
28044,functional
56198,functional
43950,functional
50408,non functional
37643,functional
10736,functional
49190,functional
48758,non functional
54493,functional needs repair
30841,functional needs repair
12258,functional
18544,functional
33453,functional
57594,non functional
11435,non functional
57026,functional needs repair
14291,functional
2461,functional
12275,functional
27413,non functional
11889,non functional
39896,functional
49145,non functional
55419,non functional
54093,non functional
38714,functional needs repair
4583,functional
22168,functional
45000,non functional
26806,functional
23953,functional
45838,functional needs repair
16905,non functional
29921,functional
57809,functional
3983,functional
47454,functional
39071,non functional
42676,functional
33548,functional
17153,functional
21991,non functional
5978,non functional
25227,functional
20131,functional
34964,non functional
46857,functional
59237,non functional
20669,functional
12504,functional
42600,functional
26189,non functional
6979,functional
32125,functional
50979,non functional
11824,functional
25538,non functional
31182,non functional
52161,non functional
35144,functional needs repair
52991,functional
17630,functional
23888,functional
44251,functional
39279,functional
13279,non functional
28270,non functional
58143,functional
47241,non functional
5439,functional
10759,non functional
39261,non functional
41732,non functional
29956,functional
27065,non functional
28138,non functional
38278,functional
38098,non functional
45454,non functional
4531,non functional
9866,functional
48355,functional
49517,functional needs repair
10142,functional needs repair
44857,functional
28903,non functional
22804,functional
16531,functional needs repair
18052,functional
11280,functional
35479,non functional
24034,non functional
28082,non functional
7788,non functional
36224,non functional
28758,non functional
52423,functional
4940,non functional
41991,non functional
26724,functional
22614,non functional
39851,non functional
30111,non functional
47684,non functional
31186,non functional
25431,non functional
53078,functional
7099,functional
8080,functional
49230,functional
23472,functional
51399,non functional
56659,functional
57226,functional
49927,functional
27425,functional
41674,non functional
25364,non functional
51431,functional
28671,functional
20281,non functional
56321,functional
23561,functional
42080,functional
6172,non functional
3631,functional needs repair
49723,functional
39040,functional
25000,functional
33160,functional
3191,non functional
32784,functional
30911,non functional
53352,functional
51824,non functional
58731,non functional
55316,functional
19877,functional
30620,functional
26035,non functional
57054,non functional
14056,non functional
7394,functional
21223,non functional
33361,non functional
28411,functional
37487,functional
25121,functional
38595,functional
10749,functional
24345,non functional
29300,functional
55039,functional
51507,non functional
22420,non functional
4798,functional needs repair
10634,functional
4795,non functional
53744,functional
44002,non functional
41424,functional
163,functional
671,non functional
53420,non functional
47076,functional
59083,non functional
16052,functional
47596,functional
24817,functional
22740,functional
30784,functional
25476,functional
5542,non functional
55159,non functional
40761,functional
24022,non functional
23177,functional
43668,non functional
7758,functional
37605,non functional
51445,functional
6548,functional
24282,non functional
4481,non functional
3716,functional
10837,functional needs repair
38908,non functional
9956,functional
31174,non functional
34317,functional
27605,non functional
26715,functional needs repair
30874,functional
31238,functional
14818,functional
51196,non functional
33535,non functional
5693,non functional
32371,functional
42468,non functional
15422,non functional
52454,non functional
37285,non functional
12411,non functional
58036,non functional
56360,non functional
3292,non functional
41779,non functional
34171,functional
1382,functional
43108,non functional
23312,non functional
54823,functional
34406,functional
46851,non functional
32003,functional
41568,functional
23291,functional
31823,non functional
6406,non functional
9074,non functional
28141,functional
28861,non functional
50331,non functional
5448,non functional
29794,non functional
44936,non functional
37846,functional needs repair
25032,non functional
30158,functional
54327,non functional
26526,functional
46332,non functional
49841,non functional
36618,functional
55677,non functional
53889,functional
39256,non functional
31497,functional
42913,functional
13828,non functional
39922,functional
6430,non functional
6610,functional
27286,non functional
37947,functional
20733,functional
12330,functional
18268,functional
51871,functional
12677,functional
35262,non functional
55099,functional
52188,functional needs repair
54929,non functional
28179,functional
33613,functional
8734,functional needs repair
11916,non functional
28763,non functional
11871,functional
45183,non functional
7967,non functional
23563,functional needs repair
40108,non functional
46659,functional
31822,functional needs repair
16920,functional
17347,non functional
39905,functional
35732,functional
48519,functional
51681,functional
48244,functional
5772,functional
50200,functional
23429,functional
51112,functional
35298,functional
11138,functional
48563,functional needs repair
14716,non functional
8429,non functional
37685,functional
31055,functional
25709,functional
31552,functional
5901,non functional
8286,functional
53411,functional
29984,functional
8984,functional
5656,non functional
28937,functional needs repair
48895,functional
55249,functional
38675,non functional
7373,non functional
52130,non functional
57697,functional
56154,functional needs repair
6721,functional
24226,functional
46484,non functional
12686,non functional
8264,functional
40461,functional
29619,functional
31750,non functional
28495,non functional
52290,non functional
8325,functional needs repair
7629,functional
45033,functional needs repair
11421,non functional
34594,functional
21932,non functional
25169,non functional
12329,functional
33328,functional
31982,functional
36875,functional needs repair
24819,functional
5435,non functional
4437,non functional
10382,non functional
24981,functional
17826,non functional
24837,non functional
37174,functional
36035,non functional
18073,functional
42685,non functional
38067,functional
55114,functional
18880,non functional
47864,functional
30682,non functional
35585,functional
49492,non functional
18792,functional
22641,non functional
5782,functional
53728,functional needs repair
16163,non functional
52877,functional needs repair
19169,non functional
9715,non functional
10699,functional
58512,non functional
50164,functional needs repair
54432,functional
4895,functional
26342,non functional
56273,functional needs repair
55701,non functional
20421,functional
13395,functional
32916,functional
16669,non functional
32376,functional
18752,functional
41323,non functional
55251,functional
26116,functional
29301,functional
48231,functional
55922,functional
37211,non functional
7446,functional
33004,non functional
15901,functional
34447,functional
10754,functional
39891,non functional
58011,non functional
42891,non functional
46479,functional
29328,non functional
3083,functional
33400,functional
23197,functional
51645,non functional
35433,non functional
207,functional
28982,functional
25592,functional
3374,non functional
10526,non functional
48604,functional
42828,functional needs repair
47556,functional
30137,functional
44843,functional
58486,non functional
32007,functional needs repair
53363,functional
46877,non functional
9686,non functional
53026,functional
19201,functional
54443,non functional
5249,functional
32581,functional
8533,functional
40194,functional
45113,non functional
57270,functional
40747,non functional
58226,non functional
34503,functional
56549,functional
14484,non functional
4255,functional
56704,functional
2475,functional needs repair
10756,functional
5051,functional
3713,functional needs repair
6704,functional
50956,functional
49859,functional
2472,functional
37957,functional
10106,non functional
54624,functional
31367,functional
16456,functional
14210,non functional
7843,non functional
45408,functional
46820,functional
45799,functional
12323,functional
54253,functional
39532,functional
25766,functional
31007,functional
10793,functional
33893,non functional
17625,non functional
59018,functional
51501,non functional
29371,non functional
44311,non functional
55754,non functional
32496,functional
57466,functional
23164,functional
32117,functional
28482,non functional
4358,functional
46882,non functional
17727,non functional
33537,functional needs repair
21400,functional
7421,non functional
39420,non functional
50252,functional
27213,non functional
9160,functional
26122,non functional
23711,functional
40390,functional
33755,non functional
27042,non functional
16014,functional
2852,non functional
11695,functional needs repair
41621,functional
49104,functional
14996,functional
17014,non functional
29344,non functional
17633,non functional
52331,functional
49634,functional
26160,functional
42422,functional
3040,non functional
16035,functional
37778,functional
145,functional
23384,non functional
36041,functional
31910,functional
7227,non functional
36451,functional
55826,non functional
39575,functional
45105,functional
54851,functional
34084,non functional
35993,non functional
50224,non functional
53967,functional
59046,functional
31401,non functional
9852,functional
38520,non functional
10617,functional
16393,functional
37384,non functional
52249,non functional
28552,non functional
58569,non functional
23253,non functional
34068,non functional
23669,functional needs repair
15222,non functional
22668,functional
58642,non functional
13673,functional
42668,functional
5495,functional
21675,non functional
42368,non functional
34566,non functional
12149,functional needs repair
42435,functional
54355,functional
24611,functional
54199,functional
6441,non functional
8636,non functional
24489,functional
48368,non functional
18743,functional
23486,non functional
3654,functional
7052,functional
29734,functional
48713,functional needs repair
44139,functional
48478,non functional
34054,functional needs repair
52682,non functional
20829,functional
34905,functional
23171,non functional
43596,non functional
44976,functional
12289,non functional
42641,functional
54691,non functional
49257,functional needs repair
56463,functional needs repair
56763,non functional
13467,functional
6894,functional
42652,functional
36378,functional
27117,functional
28211,functional
7151,functional
50115,functional
6012,non functional
46413,non functional
46881,functional
37650,functional
49292,non functional
13076,functional
45379,functional
44814,functional needs repair
36914,functional
8906,functional
56088,non functional
39310,functional
21627,functional
27764,functional
4431,functional
56853,non functional
33174,non functional
24596,functional
39338,non functional
13178,non functional
26987,non functional
16173,functional
54597,functional
26966,non functional
25519,functional
8234,functional
43790,functional
46819,non functional
11563,functional
27598,non functional
11556,non functional
53551,functional needs repair
16353,non functional
21636,non functional
32779,functional
4760,functional
1177,functional
31348,functional
26523,functional
43461,functional
35631,non functional
6471,functional
28441,functional
22612,functional
41986,non functional
12040,non functional
35757,functional
25537,non functional
56269,functional
11207,non functional
39778,non functional
44298,functional
14437,functional
22443,non functional
31010,functional
28144,non functional
8927,non functional
45360,functional
17824,functional
59032,functional
31324,non functional
35643,non functional
12178,non functional
9108,non functional
34958,functional needs repair
37574,non functional
27723,functional
23616,functional needs repair
3726,functional
51924,non functional
26200,functional needs repair
49606,non functional
41781,non functional
40957,non functional
1367,functional
3712,functional
38218,non functional
17772,functional
25426,non functional
48406,functional
33768,non functional
31116,functional
7761,non functional
36321,functional
4114,non functional
26213,functional needs repair
1667,functional
29165,functional needs repair
35941,functional
48508,functional
25923,functional needs repair
39882,functional
488,functional
19614,non functional
52980,functional needs repair
27208,functional
6924,functional
45743,non functional
21592,non functional
7848,non functional
5704,functional
58881,non functional
40901,functional
17087,functional
37873,functional
4033,non functional
36059,non functional
8125,functional
44633,non functional
26984,functional
13380,functional
42287,non functional
58865,functional
46733,functional
47055,non functional
13598,functional
57059,functional
57945,functional
30659,functional
54061,functional
37208,functional
42823,functional
50138,functional needs repair
29259,functional
58670,non functional
58758,non functional
58277,non functional
58502,functional
24089,non functional
15504,functional
28625,functional
55409,functional
22473,functional
15577,functional
38006,functional
47414,functional
48320,functional
50350,functional
45141,functional
58023,functional
13669,functional
40287,functional needs repair
23196,functional
42759,functional
41974,non functional
42324,non functional
10225,functional
56327,functional
4470,non functional
17275,non functional
43753,functional
1969,functional needs repair
12595,non functional
32556,functional
38525,non functional
22911,functional
39062,functional
12115,non functional
13605,functional
40363,non functional
9110,functional
3249,functional
6570,functional
6638,non functional
56503,functional
54494,functional
15398,functional
23857,functional
45272,non functional
125,non functional
48938,functional
38138,functional
1239,non functional
35057,functional
51892,functional
41235,functional
53737,functional
25611,non functional
33997,non functional
9200,non functional
29856,non functional
39748,functional
37946,functional
28404,functional
10724,functional
20677,functional
1058,functional
39030,functional needs repair
15360,non functional
27420,non functional
281,functional
25619,non functional
25892,functional needs repair
47614,non functional
968,non functional
16001,functional
20337,functional
34707,non functional
59022,functional needs repair
17658,functional
619,functional
18309,non functional
1742,functional
17774,functional
51355,functional
14135,functional
26155,functional
9847,functional
36336,non functional
26928,functional
26788,functional
15563,functional
6116,non functional
51886,functional
55204,functional
35946,non functional
19576,functional needs repair
42267,functional
6099,functional
56181,functional
16959,functional
43320,functional
23040,functional
23499,functional
13994,non functional
38663,non functional
48403,non functional
6276,functional
42240,non functional
57890,functional
45917,functional
11083,functional
55049,functional
5724,non functional
10831,functional
16653,non functional
33397,functional
44738,non functional
52233,functional
52618,functional
39198,functional
36142,functional
56214,functional
12588,functional
32419,non functional
20939,functional
21927,functional
13760,functional
43006,functional
53508,non functional
2113,functional
26616,functional
35984,non functional
45893,non functional
3814,non functional
41089,functional
35923,non functional
47064,non functional
35046,non functional
4599,functional
32781,non functional
34414,non functional
29052,functional
58090,non functional
50677,functional
35133,non functional
4648,functional
44965,functional
26916,functional
33142,functional
57126,non functional
22861,functional
525,non functional
41899,non functional
11561,functional
46678,non functional
12765,functional
23279,functional
26723,functional
19975,non functional
27490,functional
19342,functional
33297,functional
48364,functional
52866,non functional
21116,functional
42229,non functional
45241,functional
17778,functional
29426,functional
12201,functional
45350,functional
11171,non functional
26017,non functional
26958,functional
59202,functional
12003,functional
22015,functional
31585,functional
31860,functional
25849,non functional
6563,functional
4703,non functional
15282,functional
50864,functional
48689,non functional
39063,non functional
33723,non functional
39443,functional
36221,non functional
25963,functional
12803,non functional
47908,functional
8595,functional
34839,non functional
956,non functional
49310,non functional
46804,non functional
7005,functional
30027,functional needs repair
33120,functional
46286,functional
55230,non functional
16309,functional
39004,non functional
45500,functional
28706,non functional
8946,functional
14025,functional needs repair
57846,non functional
59369,functional
2920,non functional
48479,functional needs repair
37412,functional
661,functional
16082,non functional
39825,functional
10181,non functional
20049,non functional
24363,functional
49458,functional
26911,non functional
4790,functional
2356,non functional
44662,functional
28380,functional
18311,functional
58901,functional
52579,non functional
20022,non functional
31890,functional
26745,functional
17650,functional needs repair
13612,non functional
1560,non functional
44555,functional needs repair
10326,functional
7179,non functional
15349,functional
15313,functional
46026,functional
36877,functional
29545,functional
57019,functional
21288,functional
56446,functional
33282,functional
33662,functional
8601,non functional
16405,non functional
27961,functional
59319,functional
899,functional
32975,non functional
57891,functional
33226,non functional
26630,non functional
35198,functional
24826,functional
13629,functional
25683,functional
3389,functional
26289,functional
36679,functional needs repair
54535,functional needs repair
25291,functional needs repair
33320,functional
26015,non functional
52296,functional needs repair
39685,functional needs repair
18440,non functional
1925,functional
49786,functional
38850,functional
58331,non functional
51047,non functional
25003,functional
9078,functional
105,functional
3041,non functional
16369,functional
10361,non functional
50861,functional
32857,non functional
23398,non functional
15525,functional
43201,non functional
52326,functional
50069,functional
56985,non functional
47219,functional
23116,non functional
18333,non functional
45004,functional
46824,functional needs repair
27424,functional
6368,functional
49153,functional
22431,functional
9127,functional
8905,functional
35488,functional
48787,non functional
30811,functional needs repair
29781,functional needs repair
46389,non functional
8783,non functional
48590,functional
59130,non functional
52269,non functional
39499,functional
43408,non functional
9768,functional
46167,functional
3762,functional
32981,non functional
49930,non functional
30087,non functional
52648,functional
57631,functional
51195,functional
41688,functional
21804,functional
6154,functional
26143,functional
41125,functional
17773,non functional
29009,functional
30015,functional
26589,functional
36935,non functional
20172,non functional
29759,functional
16967,functional
59279,functional needs repair
35201,non functional
49268,functional
55796,non functional
5109,non functional
56251,non functional
9208,functional
57853,non functional
8712,functional
34531,non functional
51027,non functional
13547,functional
28541,non functional
11536,non functional
47837,functional
3224,functional
526,non functional
56877,non functional
15251,functional
52098,functional
53625,non functional
44859,functional
5655,functional
41652,functional
38827,non functional
17343,functional
39110,non functional
30707,non functional
20017,non functional
46765,functional
17434,functional
8782,functional
8711,functional
3380,non functional
36444,non functional
5776,functional
50136,functional
39341,functional
21563,functional
34375,functional
19994,functional
18639,functional
23019,functional
59396,functional
26385,non functional
48651,functional
17175,non functional
41752,non functional
19440,non functional
26431,functional
48290,functional
1980,non functional
11425,functional
19982,functional needs repair
50085,functional
44923,functional
12857,functional needs repair
7424,functional
5626,non functional
32196,non functional
34450,functional
48901,functional
53331,non functional
28602,functional
16335,non functional
39214,functional
53268,functional
33756,functional needs repair
32347,functional needs repair
28087,functional
47851,functional
44413,functional
52048,functional
52930,functional
22042,functional
11722,non functional
3093,functional needs repair
52307,functional
13261,functional
46766,functional
50975,non functional
23411,non functional
17482,functional
10396,non functional
35612,functional
41846,non functional
3342,functional
16422,non functional
32232,functional
6540,functional
23650,functional
14288,non functional
36124,non functional
13025,non functional
26029,functional needs repair
11745,non functional
44569,functional
57827,functional
29241,functional
27082,non functional
27570,functional
47182,non functional
31598,functional
7813,functional
59006,non functional
21510,functional
27083,functional
35196,functional
21427,functional
21730,non functional
25338,functional
11939,functional
21195,functional
24860,non functional
49838,non functional
37567,functional
23821,functional
2353,functional
55505,functional needs repair
49146,non functional
11383,functional
20953,functional
51904,functional
9077,non functional
8073,non functional
14859,functional
50192,non functional
58692,functional
7491,functional
50417,non functional
45539,functional
58323,non functional
7059,functional
13507,functional
16661,functional needs repair
5084,non functional
26660,functional
25821,functional needs repair
35150,functional
33339,functional
1435,non functional
13281,non functional
42207,functional
21736,non functional
29257,functional
44486,functional needs repair
47517,non functional
10706,non functional
5445,functional
1007,functional
31575,functional
37311,functional
12987,non functional
7009,functional
31966,functional
34832,functional needs repair
1136,functional
9882,functional needs repair
30220,non functional
21727,functional
10177,functional
33062,non functional
26123,non functional
26588,non functional
48845,functional
18787,non functional
26705,non functional
36766,functional
42534,functional
36509,functional
11700,functional
22890,functional
2719,functional needs repair
40329,functional
12713,non functional
47638,non functional
54302,functional
49138,non functional
2808,functional needs repair
9017,functional
49708,non functional
48874,functional
22534,non functional
53947,non functional
2469,functional needs repair
3738,non functional
20670,functional
46249,functional
26292,non functional
32088,functional
51756,functional
33130,non functional
39692,functional needs repair
18088,functional
31290,functional
47456,non functional
2139,functional
19623,non functional
51535,non functional
7314,functional
20695,non functional
34080,functional
